# istep   pe  t_kin   ke
0 -1.7271378118735277 1.0000000000000002 148.00000000000003 
100 -4.786577199336247 1.0 148.0 
200 -4.823097528884831 1.0000000000000009 148.00000000000014 
300 -4.886610597789594 1.0000000000000004 148.00000000000006 
400 -4.876501555366351 0.9999999999999982 147.99999999999974 
500 -4.949780265025414 1.0000000000000009 148.00000000000014 
600 -5.045101772007495 1.0000000000000002 148.00000000000003 
700 -4.856010874788768 1.0000000000000013 148.0000000000002 
800 -4.84244191635955 0.9999999999999992 147.9999999999999 
900 -4.8457468771847605 0.9999999999999998 147.99999999999997 
1000 -4.957023202671445 1.0000000000000002 148.00000000000003 
1100 -4.739893584299463 1.0000000000000004 148.00000000000006 
1200 -4.856006607493877 0.999999999999999 147.99999999999986 
1300 -4.81310440047899 0.9999999999999998 147.99999999999997 
1400 -4.824816940590518 0.9999999999999989 147.99999999999983 
1500 -4.99680307617268 1.0000000000000007 148.0000000000001 
1600 -4.923887206223293 1.0000000000000009 148.00000000000014 
1700 -4.901708532060947 1.0000000000000002 148.00000000000003 
1800 -5.0383278613631575 0.9999999999999998 147.99999999999997 
1900 -4.868046502989841 0.9999999999999997 147.99999999999994 
2000 -4.950600915438554 1.0000000000000002 148.00000000000003 
2100 -4.851765593733839 0.9999999999999997 147.99999999999994 
2200 -4.858017274240193 1.0 148.0 
2300 -4.990026927130235 1.000000000000001 148.00000000000017 
2400 -4.759787034739434 1.0000000000000004 148.00000000000006 
2500 -4.882080789557101 1.0 148.0 
2600 -4.818415793234502 1.0000000000000007 148.00000000000009 
2700 -4.8305514755546515 1.0 148.0 
2800 -4.892172887667126 1.0000000000000018 148.00000000000026 
2900 -4.755593283155151 1.0000000000000009 148.00000000000014 
3000 -4.803237456706926 0.9999999999999997 147.99999999999994 
3100 -4.837767921516965 1.000000000000001 148.00000000000017 
3200 -4.874546377203185 1.0 148.0 
3300 -4.919287374088822 0.9999999999999992 147.9999999999999 
3400 -4.774057334597149 0.9999999999999998 147.99999999999997 
3500 -4.700191042368026 1.000000000000001 148.00000000000017 
3600 -4.725501477764982 0.9999999999999998 147.99999999999997 
3700 -4.876969767903431 1.0000000000000007 148.0000000000001 
3800 -4.84428704939239 0.9999999999999997 147.99999999999994 
3900 -4.900166665502723 0.9999999999999997 147.99999999999994 
4000 -4.803184656184173 1.0 148.0 
4100 -4.8505637881684605 0.9999999999999979 147.9999999999997 
4200 -4.894677331931271 0.9999999999999992 147.9999999999999 
4300 -4.7634531960324695 0.9999999999999994 147.99999999999991 
4400 -4.861094832836901 0.9999999999999997 147.99999999999994 
4500 -4.946113022606985 0.9999999999999994 147.99999999999991 
4600 -4.819672742543281 1.0000000000000004 148.00000000000006 
4700 -4.883857628543871 1.0000000000000002 148.00000000000003 
4800 -4.8255504889433345 1.0000000000000004 148.00000000000006 
4900 -4.982585855782014 1.0000000000000007 148.00000000000009 
5000 -4.838857189894595 0.9999999999999981 147.99999999999972 
5100 -4.883469480570356 0.9999999999999992 147.9999999999999 
5200 -5.0674485397784075 1.0000000000000007 148.0000000000001 
5300 -4.920275037881149 0.9999999999999992 147.9999999999999 
5400 -4.972002862845952 1.0000000000000004 148.00000000000006 
5500 -4.77102267441294 0.9999999999999989 147.99999999999983 
5600 -4.923800098209553 1.0 148.0 
5700 -5.0700647048083765 0.9999999999999994 147.99999999999991 
5800 -5.151475285295227 0.9999999999999992 147.9999999999999 
5900 -4.950805239220044 0.9999999999999997 147.99999999999994 
6000 -4.822337487082083 0.9999999999999997 147.99999999999994 
6100 -4.831066089386743 0.9999999999999997 147.99999999999994 
6200 -4.764906752980251 1.0000000000000002 148.00000000000003 
6300 -4.927474152799664 1.0000000000000002 148.00000000000003 
6400 -4.884828312588149 1.0000000000000002 148.00000000000003 
6500 -4.735766902816024 1.0000000000000007 148.00000000000009 
6600 -4.6762202107517785 1.000000000000001 148.00000000000017 
6700 -4.735926756334679 1.0000000000000013 148.0000000000002 
6800 -4.776268335261838 0.9999999999999994 147.99999999999991 
6900 -4.696085486689505 1.0 148.0 
7000 -4.834570128033217 0.9999999999999992 147.9999999999999 
7100 -4.774791659925293 1.0 148.0 
7200 -4.81765246893393 1.0000000000000007 148.0000000000001 
7300 -4.7730754377606175 0.9999999999999984 147.99999999999977 
7400 -4.795995098284631 0.9999999999999998 147.99999999999997 
7500 -4.992273957830342 0.9999999999999998 147.99999999999997 
7600 -4.94311212000574 1.0000000000000002 148.00000000000003 
7700 -4.812342855207182 0.9999999999999997 147.99999999999994 
7800 -4.637447079884343 1.0000000000000004 148.00000000000006 
7900 -5.041438413089174 0.9999999999999998 147.99999999999997 
8000 -4.897418357878543 1.0000000000000007 148.00000000000009 
8100 -4.855168798218196 0.9999999999999997 147.99999999999994 
8200 -4.714512766419395 0.9999999999999998 147.99999999999997 
8300 -4.948292587380855 1.0 148.0 
8400 -4.969922916710826 1.0000000000000002 148.00000000000003 
8500 -4.955266127257099 1.0000000000000002 148.00000000000003 
8600 -4.876552487857225 1.0000000000000007 148.0000000000001 
8700 -4.864508563432611 1.0000000000000007 148.00000000000009 
8800 -4.939443140008253 0.9999999999999994 147.99999999999991 
8900 -4.8116813073095726 1.000000000000001 148.00000000000017 
9000 -4.886201050121117 1.0 148.0 
9100 -4.98517267251004 0.9999999999999997 147.99999999999994 
9200 -4.5303110836906235 1.0000000000000007 148.00000000000009 
9300 -4.895086513472207 1.0000000000000002 148.00000000000003 
9400 -5.0244252529813815 0.9999999999999994 147.99999999999991 
9500 -4.711501715450781 1.0000000000000002 148.00000000000003 
9600 -4.853633594152756 1.0000000000000018 148.00000000000026 
9700 -4.9655651265585785 0.999999999999999 147.99999999999986 
9800 -5.0718244584624275 0.9999999999999997 147.99999999999994 
9900 -4.932916095645129 1.0000000000000002 148.00000000000003 
10000 -4.820593912584534 0.9999999999999992 147.9999999999999 
10100 -4.7206074840066385 1.0000000000000002 148.00000000000003 
10200 -5.033727192195098 1.0000000000000002 148.00000000000003 
10300 -4.795906376592984 1.0000000000000004 148.00000000000006 
10400 -4.8417719212725645 1.0000000000000007 148.00000000000009 
10500 -4.8664988067709825 1.0000000000000004 148.00000000000006 
10600 -4.915189150077836 1.0 148.0 
10700 -4.867242097963079 1.0 148.0 
10800 -4.902733849317746 0.9999999999999997 147.99999999999994 
10900 -4.880188218438307 0.9999999999999992 147.9999999999999 
11000 -4.894969685879163 0.9999999999999997 147.99999999999994 
11100 -4.825141662547036 1.0000000000000007 148.0000000000001 
11200 -4.872949168018436 0.9999999999999994 147.99999999999991 
11300 -4.842286825291821 1.0000000000000004 148.00000000000006 
11400 -4.7725426159930615 0.9999999999999994 147.99999999999991 
11500 -4.990038692082211 0.9999999999999994 147.99999999999991 
11600 -4.944687477294129 0.9999999999999998 147.99999999999997 
11700 -4.679317592700317 1.0000000000000002 148.00000000000003 
11800 -5.056343945931363 0.9999999999999997 147.99999999999994 
11900 -4.9505701366390165 1.0 148.0 
12000 -4.708875043030969 1.0000000000000007 148.00000000000009 
12100 -4.84465429240849 1.0 148.0 
12200 -4.722614400670349 1.0 148.0 
12300 -4.874973785673996 0.9999999999999998 147.99999999999997 
12400 -4.881076824733933 0.9999999999999994 147.99999999999991 
12500 -4.775525817476555 1.000000000000001 148.00000000000017 
12600 -4.883824794417735 1.0000000000000007 148.0000000000001 
12700 -4.789470852985487 1.0 148.0 
12800 -4.886628919996053 0.9999999999999997 147.99999999999994 
12900 -4.662538048523887 1.0000000000000016 148.00000000000023 
13000 -4.8141950777515525 1.0000000000000002 148.00000000000003 
13100 -4.967893767816159 1.0 148.0 
13200 -4.715708027366852 1.0000000000000007 148.0000000000001 
13300 -4.769859063865393 1.0000000000000002 148.00000000000003 
13400 -4.75385815892281 0.9999999999999994 147.99999999999991 
13500 -4.87743060238518 1.0000000000000004 148.00000000000006 
13600 -4.945818399489376 1.0000000000000004 148.00000000000006 
13700 -4.856454116680453 0.9999999999999987 147.9999999999998 
13800 -4.964386737520042 0.9999999999999998 147.99999999999997 
13900 -4.816124513095498 1.0000000000000016 148.00000000000023 
14000 -4.817596664982532 0.9999999999999994 147.99999999999991 
14100 -4.889844654088954 0.9999999999999998 147.99999999999997 
14200 -4.810547692696119 0.9999999999999992 147.9999999999999 
14300 -4.805892370014553 1.0000000000000002 148.00000000000003 
14400 -4.807811027552466 0.9999999999999998 147.99999999999997 
14500 -4.805784759397223 1.0000000000000007 148.00000000000009 
14600 -4.742074974897759 0.9999999999999997 147.99999999999994 
14700 -4.742805733714961 1.0000000000000007 148.00000000000009 
14800 -4.866328041423934 0.9999999999999997 147.99999999999994 
14900 -4.846698924282645 0.999999999999999 147.99999999999986 
15000 -4.842655594639431 0.9999999999999997 147.99999999999994 
15100 -4.769848984555372 1.0 148.0 
15200 -4.87702591388301 1.0 148.0 
15300 -4.8739357712801965 0.9999999999999987 147.9999999999998 
15400 -4.788214238875455 0.9999999999999998 147.99999999999997 
15500 -4.967254347743189 0.9999999999999998 147.99999999999997 
15600 -4.833611784346761 1.0000000000000007 148.00000000000009 
